time_stamps,x_coordinate,y_coordinate,pupilL,pupilR
0.843333333333333,0.4482852,0.1707146,4.290359,4.248032
0.846666666666667,0.4483237,0.1736996,4.28833,4.247284
0.85,0.4466917,0.1678524,4.287918,4.244766
0.853333333333333,0.4453183,0.1656428,4.287659,4.245544
0.856666666666667,0.4450217,0.1584566,4.288269,4.247375
0.86,0.4447986,0.1636437,4.286911,4.243759
0.863333333333333,0.4456781,0.1639957,4.284637,4.242416
0.866666666666667,0.4445468,0.1620337,4.286682,4.240479
0.87,0.4441102,0.1649,4.286789,4.242645
0.873333333333333,0.438361,0.1568765,4.293243,4.239243
0.876666666666667,0.4385871,0.1588758,4.291077,4.241043
0.88,0.4387985,0.1587779,4.289688,4.243301
0.883333333333333,0.4449917,0.1683168,4.283386,4.241837
0.886666666666667,0.4450601,0.1691282,4.283386,4.239059
0.89,0.4440111,0.1677311,4.283401,4.241882
0.893333333333333,0.4439157,0.1677235,4.284058,4.245193
0.896666666666667,0.4429231,0.1602929,4.285522,4.245789
0.9,0.4440159,0.1638401,4.286118,4.24086
0.903333333333333,0.4439301,0.1699499,4.283844,4.241547
0.906666666666667,0.443207,0.1672197,4.285553,4.245804
0.91,0.442996,0.1668641,4.283615,4.24762
0.913333333333333,0.4393405,0.1615653,4.289963,4.248367
0.916666666666667,0.4459462,0.1712669,4.282227,4.249146
0.92,0.4456172,0.1721337,4.282837,4.253281
0.923333333333333,0.4439708,0.166848,4.285675,4.254333
0.926666666666667,0.4447102,0.1630696,4.288696,4.254272
0.93,0.4449809,0.1591795,4.293137,4.256851
0.933333333333333,0.4443504,0.1594487,4.293747,4.261963
0.936666666666667,0.4460052,0.1712336,4.289597,4.257904
0.94,0.4459926,0.1669023,4.288651,4.257233
0.943333333333333,0.4461812,0.1678305,4.289322,4.259857
0.946666666666667,0.4451312,0.1663923,4.293365,4.261856
0.95,0.4410542,0.1588557,4.298462,4.26236
0.953333333333333,0.4414149,0.1572498,4.300674,4.263535
0.956666666666667,0.4378434,0.1623402,4.304855,4.268616
0.96,0.4423994,0.1657952,4.302063,4.264511
0.963333333333333,0.4442595,0.1698994,4.30072,4.258942
0.966666666666667,0.4459638,0.1700614,4.302826,4.272018
0.97,0.4453405,0.1704726,4.304276,4.272781
0.973333333333333,0.4420904,0.1634986,4.307129,4.274734
0.976666666666667,0.4422112,0.1631539,4.310181,4.276794
0.98,0.44588,0.1633818,4.308792,4.274261
0.983333333333333,0.4429428,0.156327,4.313889,4.277847
0.986666666666667,0.446795,0.1669244,4.310913,4.280136
0.99,0.4455304,0.1715641,4.312164,4.283234
0.993333333333333,0.446278,0.1735892,4.310654,4.282394
0.996666666666667,0.4440405,0.17074,4.316879,4.285706
1,0.441796,0.1654651,4.323914,4.285767
1.00333333333333,0.4440918,0.1692204,4.323273,4.292191
1.00666666666667,0.4447156,0.169156,4.322968,4.29129
1.01,0.4438194,0.1690247,4.325439,4.293945
1.01333333333333,0.4335864,0.1625628,4.336029,4.296982
1.01666666666667,0.4349003,0.1619337,4.339798,4.298386
1.02,0.4395389,0.1647676,4.337677,4.298035
1.02333333333333,0.4419775,0.1680598,4.33725,4.302597
1.02666666666667,0.4424797,0.1674315,4.341003,4.293976
1.03,0.4360015,0.1614791,4.348801,4.30452
1.03333333333333,0.4416358,0.1630642,4.345886,4.306061
1.03666666666667,0.4425117,0.1641347,4.347244,4.307846
1.04,0.444913,0.1625917,4.349091,4.304596
1.04333333333333,0.4429799,0.1629132,4.350891,4.310516
1.04666666666667,0.4439639,0.1634361,4.355057,4.311691
1.05,0.4410118,0.159397,4.358414,4.314865
1.05333333333333,0.4426602,0.1633695,4.358185,4.314651
1.05666666666667,0.4409498,0.1633656,4.361221,4.315948
1.06,0.4422288,0.1651199,4.362701,4.317978
1.06333333333333,0.4434996,0.1664487,4.364594,4.317581
1.06666666666667,0.4423915,0.1666594,4.367508,4.320908
1.07,0.444882,0.1689645,4.371338,4.325607
1.07333333333333,0.4440655,0.1673262,4.369171,4.323685
1.07666666666667,0.4425775,0.1657161,4.373123,4.323654
1.08,0.4407212,0.1643325,4.376251,4.327118
1.08333333333333,0.442611,0.1681921,4.376251,4.327576
1.08666666666667,0.4433099,0.1694182,4.37886,4.331924
1.09,0.4425213,0.1703445,4.380783,4.331741
1.09333333333333,0.4414379,0.171198,4.382675,4.335556
1.09666666666667,0.4410975,0.1710046,4.382019,4.339203
1.1,0.4411238,0.1722848,4.387344,4.336334
1.10333333333333,0.4439144,0.1720783,4.386551,4.337204
1.10666666666667,0.4432127,0.1694368,4.390076,4.339951
1.11,0.4423517,0.1665549,4.393738,4.340073
1.11333333333333,0.4420705,0.1646565,4.396133,4.342422
1.11666666666667,0.4412272,0.163615,4.397385,4.346298
1.12,0.4416532,0.1673705,4.399078,4.351807
1.12333333333333,0.4423438,0.1773101,4.399567,4.351639
1.12666666666667,0.4412385,0.1726038,4.400864,4.352737
1.13,0.439661,0.1705718,4.403854,4.350082
1.13333333333333,0.4427258,0.16849,4.406677,4.352203
1.13666666666667,0.4396684,0.1630852,4.410446,4.35463
1.14,0.440146,0.1642157,4.41301,4.356018
1.14333333333333,0.4410071,0.1711519,4.411682,4.358459
1.14666666666667,0.4412111,0.1667306,4.414337,4.360947
1.15,0.4370093,0.168782,4.418335,4.362228
1.15333333333333,0.4368725,0.1683708,4.421463,4.367249
1.15666666666667,0.4394481,0.1695666,4.417953,4.366623
1.16,0.4418356,0.1657827,4.423279,4.366745
1.16333333333333,0.4436075,0.1662139,4.42749,4.368393
1.16666666666667,0.4436395,0.1651042,4.427078,4.370178
1.17,0.440618,0.1636653,4.428925,4.371017
1.17333333333333,0.4406033,0.1647714,4.430893,4.373199
1.17666666666667,0.4419007,0.1624255,4.432602,4.374969
1.18,0.4420297,0.1669471,4.433578,4.379211
1.18333333333333,0.4434482,0.1658871,4.434784,4.37616
1.18666666666667,0.4418829,0.1643317,4.437851,4.378387
1.19,0.4416156,0.1627371,4.44046,4.384537
1.19333333333333,0.4394767,0.1657075,4.438751,4.383835
1.19666666666667,0.4409605,0.1686489,4.440048,4.383041
1.2,0.4418408,0.1683295,4.440155,4.391403
1.20333333333333,0.4425915,0.1693564,4.442307,4.391953
1.20666666666667,0.4390424,0.1630004,4.448196,4.391251
1.21,0.4397297,0.1641501,4.447815,4.391281
1.21333333333333,0.4411256,0.1662409,4.448868,4.394806
1.21666666666667,0.44348,0.1695896,4.446747,4.396286
1.22,0.4431573,0.1718345,4.449402,4.397949
1.22333333333333,0.4425768,0.1728631,4.455414,4.401886
1.22666666666667,0.4428886,0.168036,4.453445,4.40213
1.23,0.4430923,0.1689631,4.45372,4.406326
1.23333333333333,0.4454402,0.1729676,4.454163,4.406265
1.23666666666667,0.4446954,0.1728421,4.45578,4.409012
1.24,0.4414835,0.1637146,4.460175,4.409363
1.24333333333333,0.4399251,0.1665603,4.461258,4.410675
1.24666666666667,0.4413157,0.1635949,4.465179,4.410553
1.25,0.4420481,0.1660774,4.465637,4.417664
1.25333333333333,0.443638,0.1679364,4.46489,4.415634
1.25666666666667,0.4437734,0.1673006,4.46814,4.419235
1.26,0.4419251,0.1632161,4.469666,4.421051
1.26333333333333,0.4424243,0.1649024,4.473404,4.427628
1.26666666666667,0.4410947,0.1646618,4.474594,4.424057
1.27,0.4420904,0.1648546,4.476868,4.430634
1.27333333333333,0.4418744,0.1655965,4.476959,4.431091
1.27666666666667,0.4427787,0.1648215,4.480591,4.430298
1.28,0.4427485,0.1638318,4.481567,4.435043
1.28333333333333,0.4415452,0.1652416,4.482117,4.437256
1.28666666666667,0.4410367,0.1655702,4.480667,4.437241
1.29,0.440135,0.1669698,4.482788,4.439896
1.29333333333333,0.4390922,0.1682452,4.483582,4.442627
1.29666666666667,0.4398863,0.1686743,4.486191,4.442261
1.3,0.4402299,0.1714325,4.48526,4.444702
1.30333333333333,0.4411699,0.1706867,4.488327,4.447403
1.30666666666667,0.4413685,0.1712499,4.490509,4.45108
1.31,0.440724,0.1687562,4.493073,4.450821
1.31333333333333,0.4399899,0.1654697,4.496689,4.456863
1.31666666666667,0.4402977,0.1628741,4.499283,4.458328
1.32,0.4412426,0.1825972,4.49646,4.461426
1.32333333333333,0.440626,0.1735229,4.498688,4.461105
1.32666666666667,0.44026,0.1635028,4.502151,4.465317
1.33,0.4404126,0.1641796,4.504456,4.468719
1.33333333333333,0.4419336,0.1649317,4.507294,4.467361
1.33666666666667,0.4443265,0.1636134,4.504654,4.470551
1.34,0.4420217,0.1726129,4.51062,4.472473
1.34333333333333,0.4360059,0.1754897,4.51178,4.471283
1.34666666666667,0.4207381,0.1725718,4.522614,4.481598
1.35,0.3952049,0.1702058,4.535126,4.490311
1.35333333333333,0.3944181,0.1612824,4.540253,4.492844
1.35666666666667,0.3894841,0.162936,4.55217,4.491516
1.36,0.3854936,0.1817643,4.547882,4.490509
1.36333333333333,0.3860403,0.1739854,4.549911,4.492203
1.36666666666667,0.3841769,0.1709389,4.551392,4.499237
1.37,0.3857684,0.1743457,4.554581,4.500137
1.37333333333333,0.3870734,0.161856,4.559677,4.501602
1.37666666666667,0.3884861,0.1522332,4.563828,4.500107
1.38,0.3876797,0.147824,4.568558,4.503265
1.38333333333333,0.3870544,0.1760237,4.567261,4.510361
1.38666666666667,0.3854207,0.1709286,4.56955,4.51384
1.39,0.3874893,0.1550865,4.574463,4.516083
1.39333333333333,0.3846057,0.1524891,4.575851,4.519669
1.39666666666667,0.3837538,0.1597739,4.57579,4.520401
1.4,0.3859695,0.1773578,4.574554,4.523346
1.40333333333333,0.3866832,0.1773308,4.572998,4.52562
1.40666666666667,0.3865328,0.1707108,4.579514,4.525742
1.41,0.3857863,0.1638273,4.583633,4.528275
1.41333333333333,0.3882028,0.1483875,4.590866,4.529068
1.41666666666667,0.3892634,0.1789923,4.585068,4.530167
1.42,0.3902792,0.1551361,4.592728,4.533981
1.42333333333333,0.3884817,0.151495,4.597687,4.538193
1.42666666666667,0.3882268,0.1477587,4.601761,4.540726
1.43,0.3898904,0.1493225,4.601685,4.547043
1.43333333333333,0.393181,0.1565302,4.599228,4.542725
1.43666666666667,0.3932412,0.1566425,4.603622,4.545044
1.44,0.3900465,0.1718023,4.601868,4.546616
1.44333333333333,0.3890226,0.1688997,4.603287,4.549072
1.44666666666667,0.3878432,0.1651607,4.607559,4.551331
1.45,0.3883954,0.1827253,4.602539,4.558868
1.45333333333333,0.388777,0.1915385,4.610764,4.559555
1.45666666666667,0.3893516,0.1847655,4.606598,4.558563
1.46,0.3893005,0.1654579,4.614838,4.557968
1.46333333333333,0.3907006,0.1783984,4.61673,4.562607
1.46666666666667,0.388931,0.175505,4.618607,4.561371
1.47,0.3899928,0.1907819,4.616089,4.565689
1.47333333333333,0.3883933,0.1860379,4.621231,4.569519
1.47666666666667,0.389231,0.1684581,4.62355,4.570755
1.48,0.3885432,0.1611134,4.628799,4.571396
1.48333333333333,0.3876379,0.1794729,4.625626,4.572586
1.48666666666667,0.3880751,0.1868484,4.628906,4.579697
1.49,0.3885671,0.1924101,4.630341,4.575485
1.49333333333333,0.3897221,0.1815264,4.636017,4.580185
1.49666666666667,0.3873633,0.1746208,4.6353,4.58139
1.5,0.387704,0.1871532,4.63504,4.58812
1.50333333333333,0.387889,0.1931084,4.634552,4.587677
1.50666666666667,0.3871979,0.1954505,4.63765,4.591705
1.51,0.3872097,0.1551636,4.645294,4.584778
1.51333333333333,0.3874275,0.154423,4.647476,4.587082
1.51666666666667,0.3898375,0.1789955,4.644791,4.592545
1.52,0.3904329,0.1804738,4.640625,4.595383
1.52333333333333,0.3914725,0.1825824,4.642654,4.595444
1.52666666666667,0.3881329,0.1820658,4.646606,4.596085
1.53,0.3897001,0.1552819,4.655106,4.60434
1.53333333333333,0.3898177,0.1579293,4.656052,4.60083
1.53666666666667,0.3918394,0.1794004,4.652069,4.604767
1.54,0.3907534,0.1659759,4.661087,4.601471
1.54333333333333,0.3914086,0.1802705,4.652542,4.605621
1.54666666666667,0.3872821,0.1571152,4.663193,4.611191
1.55,0.3875595,0.1580534,4.664047,4.611816
1.55333333333333,0.3894534,0.1623422,4.661392,4.61084
1.55666666666667,0.39019,0.1921438,4.65332,4.61557
1.56,0.3906327,0.1810197,4.656891,4.608963
1.56333333333333,0.3900308,0.1654992,4.670319,4.614594
1.56666666666667,0.3862265,0.1554638,4.670227,4.616074
1.57,0.3868774,0.1569694,4.670563,4.618744
1.57333333333333,0.3901944,0.1834269,4.670807,4.618469
1.57666666666667,0.3882642,0.1933692,4.66658,4.618332
1.58,0.3885844,0.1613648,4.671677,4.622696
1.58333333333333,0.3899287,0.1647633,4.67189,4.622818
1.58666666666667,0.3883741,0.1670593,4.676727,4.626083
1.59,0.3858739,0.1571847,4.675934,4.631332
1.59333333333333,0.3852437,0.1796575,4.670288,4.627228
1.59666666666667,0.3845873,0.1888701,4.670975,4.631134
1.6,0.3852384,0.1746144,4.675354,4.630508
1.60333333333333,0.3853571,0.1563161,4.680817,4.632721
1.60666666666667,0.3884941,0.1628277,4.678894,4.632782
1.61,0.3884147,0.1727096,4.681305,4.6362
1.61333333333333,0.3886856,0.1880859,4.677902,4.63942
1.61666666666667,0.3893972,0.1748396,4.678757,4.640396
1.62,0.3887268,0.1632418,4.686005,4.643066
1.62333333333333,0.3890265,0.1624073,4.687119,4.640717
1.62666666666667,0.3869332,0.1854168,4.683075,4.64624
